"C25095_001E","C25095_001M","C25095_002E","C25095_002M","C25095_003E","C25095_003M","C25095_004E","C25095_004M","C25095_005E","C25095_005M","C25095_006E","C25095_006M","C25095_007E","C25095_007M","C25095_008E","C25095_008M","C25095_009E","C25095_009M","C25095_010E","C25095_010M","C25095_011E","C25095_011M","C25095_012E","C25095_012M","C25095_013E","C25095_013M","C25095_014E","C25095_014M","C25095_015E","C25095_015M","C25095_016E","C25095_016M","C25095_017E","C25095_017M","C25095_018E","C25095_018M","C25095_019E","C25095_019M","C25095_020E","C25095_020M","C25095_021E","C25095_021M","C25095_022E","C25095_022M","C25095_023E","C25095_023M","C25095_024E","C25095_024M","C25095_025E","C25095_025M","C25095_026E","C25095_026M","C25095_027E","C25095_027M","C25095_028E","C25095_028M","C25095_029E","C25095_029M","GEO_ID","NAME"
"1072","167","71","64","0","17","71","64","0","17","55","39","24","26","31","31","0","17","151","99","27","24","124","99","0","17","300","139","174","105","126","82","0","17","225","96","191","88","34","41","0","17","127","77","127","77","0","17","0","17","143","84","143","84","0","17","0","17","1500000US370810155001","Block Group 1, Census Tract 155, Guilford County, North Carolina"
"319","107","27","32","0","12","27","32","0","12","70","73","14","22","56","71","0","12","40","38","17","26","23","26","0","12","32","29","32","29","0","12","0","12","123","65","97","53","26","42","0","12","15","26","15","26","0","12","0","12","12","19","12","19","0","12","0","12","1500000US370810155002","Block Group 2, Census Tract 155, Guilford County, North Carolina"
"1433","157","17","28","0","17","17","28","0","17","10","16","0","17","10","16","0","17","185","109","61","49","124","100","0","17","72","46","56","47","16","26","0","17","245","97","196","86","49","38","0","17","218","88","198","85","20","24","0","17","686","128","678","128","8","14","0","17","1500000US370810156001","Block Group 1, Census Tract 156, Guilford County, North Carolina"
"1242","144","27","33","0","12","27","33","0","12","0","12","0","12","0","12","0","12","117","62","45","40","72","47","0","12","165","102","85","54","80","86","0","12","328","130","256","119","72","41","0","12","266","106","225","107","41","39","0","12","339","113","314","115","25","29","0","12","1500000US370810156002","Block Group 2, Census Tract 156, Guilford County, North Carolina"
"210","105","0","12","0","12","0","12","0","12","82","101","0","12","82","101","0","12","31","35","15","24","16","26","0","12","0","12","0","12","0","12","0","12","29","33","29","33","0","12","0","12","17","27","17","27","0","12","0","12","51","47","51","47","0","12","0","12","1500000US370810156003","Block Group 3, Census Tract 156, Guilford County, North Carolina"
"625","110","15","25","0","12","15","25","0","12","36","40","0","12","36","40","0","12","34","37","17","27","17","26","0","12","129","64","66","43","63","49","0","12","189","87","139","80","50","48","0","12","70","62","70","62","0","12","0","12","152","85","135","77","17","28","0","12","1500000US370810157031","Block Group 1, Census Tract 157.03, Guilford County, North Carolina"
"849","145","20","32","0","12","20","32","0","12","82","55","0","12","82","55","0","12","150","96","37","43","113","86","0","12","90","61","58","49","32","35","0","12","209","107","209","107","0","12","0","12","131","75","131","75","0","12","0","12","167","83","167","83","0","12","0","12","1500000US370810157032","Block Group 2, Census Tract 157.03, Guilford County, North Carolina"
"270","76","37","41","0","12","37","41","0","12","0","12","0","12","0","12","0","12","44","41","18","28","26","29","0","12","55","52","13","21","42","44","0","12","0","12","0","12","0","12","0","12","50","39","50","39","0","12","0","12","84","55","84","55","0","12","0","12","1500000US370810157033","Block Group 3, Census Tract 157.03, Guilford County, North Carolina"
"1046","150","0","12","0","12","0","12","0","12","30","33","0","12","30","33","0","12","17","27","0","12","17","27","0","12","56","53","16","25","40","46","0","12","129","97","19","29","110","93","0","12","126","77","107","65","19","37","0","12","688","146","633","151","55","51","0","12","1500000US370810157041","Block Group 1, Census Tract 157.04, Guilford County, North Carolina"
"519","129","0","12","0","12","0","12","0","12","58","54","27","42","31","36","0","12","62","63","62","63","0","12","0","12","114","70","81","61","33","39","0","12","136","89","123","83","13","21","0","12","52","38","52","38","0","12","0","12","97","73","97","73","0","12","0","12","1500000US370810157042","Block Group 2, Census Tract 157.04, Guilford County, North Carolina"
"192","91","10","17","0","12","10","17","0","12","55","86","0","12","55","86","0","12","0","12","0","12","0","12","0","12","15","17","15","17","0","12","0","12","20","24","20","24","0","12","0","12","33","36","33","36","0","12","0","12","59","47","59","47","0","12","0","12","1500000US370810157051","Block Group 1, Census Tract 157.05, Guilford County, North Carolina"
"315","98","8","14","0","12","8","14","0","12","0","12","0","12","0","12","0","12","59","46","26","30","33","33","0","12","110","76","98","75","12","20","0","12","66","62","66","62","0","12","0","12","6","10","6","10","0","12","0","12","66","52","66","52","0","12","0","12","1500000US370810157052","Block Group 2, Census Tract 157.05, Guilford County, North Carolina"
"29","32","0","12","0","12","0","12","0","12","17","28","0","12","17","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","18","12","18","0","12","0","12","1500000US370810157053","Block Group 3, Census Tract 157.05, Guilford County, North Carolina"
"1183","114","38","45","0","12","13","21","25","39","30","29","14","22","16","18","0","12","60","38","8","13","52","39","0","12","93","56","21","23","72","51","0","12","90","51","27","26","63","44","0","12","90","50","77","45","13","20","0","12","782","134","704","138","78","59","0","12","1500000US370810157061","Block Group 1, Census Tract 157.06, Guilford County, North Carolina"
"581","118","0","12","0","12","0","12","0","12","55","44","21","27","34","35","0","12","110","60","23","28","87","57","0","12","72","49","32","26","40","41","0","12","111","87","111","87","0","12","0","12","69","58","69","58","0","12","0","12","164","91","164","91","0","12","0","12","1500000US370810157062","Block Group 2, Census Tract 157.06, Guilford County, North Carolina"
"995","109","0","12","0","12","0","12","0","12","17","28","0","12","17","28","0","12","49","45","34","37","15","24","0","12","125","75","108","70","17","28","0","12","159","81","131","80","28","30","0","12","176","81","176","81","0","12","0","12","469","110","469","110","0","12","0","12","1500000US370810157071","Block Group 1, Census Tract 157.07, Guilford County, North Carolina"
"276","71","40","37","0","12","40","37","0","12","19","30","19","30","0","12","0","12","91","64","35","43","56","48","0","12","0","12","0","12","0","12","0","12","36","51","36","51","0","12","0","12","42","41","42","41","0","12","0","12","48","46","48","46","0","12","0","12","1500000US370810157072","Block Group 2, Census Tract 157.07, Guilford County, North Carolina"
"778","110","0","12","0","12","0","12","0","12","33","39","0","12","33","39","0","12","104","71","57","57","47","42","0","12","136","71","74","47","62","62","0","12","167","83","153","84","14","22","0","12","156","71","156","71","0","12","0","12","182","76","182","76","0","12","0","12","1500000US370810157073","Block Group 3, Census Tract 157.07, Guilford County, North Carolina"
"1208","147","38","40","0","12","38","40","0","12","45","41","13","18","32","37","0","12","62","50","19","30","43","40","0","12","57","48","47","47","10","15","0","12","163","64","96","47","67","47","0","12","202","87","141","75","61","51","0","12","641","154","510","147","131","81","0","12","1500000US370810158001","Block Group 1, Census Tract 158, Guilford County, North Carolina"
"219","73","0","12","0","12","0","12","0","12","39","43","39","43","0","12","0","12","60","48","25","31","35","39","0","12","51","47","51","47","0","12","0","12","13","21","13","21","0","12","0","12","0","12","0","12","0","12","0","12","56","47","48","44","8","13","0","12","1500000US370810158002","Block Group 2, Census Tract 158, Guilford County, North Carolina"
"1190","134","92","70","0","12","79","64","13","23","55","52","35","40","20","32","0","12","99","69","82","62","17","23","0","12","28","34","18","29","10","16","0","12","144","105","100","90","44","48","0","12","153","85","84","53","69","65","0","12","619","131","558","131","61","56","0","12","1500000US370810158003","Block Group 3, Census Tract 158, Guilford County, North Carolina"
"993","155","0","12","0","12","0","12","0","12","71","79","12","18","59","74","0","12","70","43","51","36","19","23","0","12","149","84","96","65","53","54","0","12","240","87","206","88","34","34","0","12","169","98","169","98","0","12","0","12","294","87","294","87","0","12","0","12","1500000US370810159011","Block Group 1, Census Tract 159.01, Guilford County, North Carolina"
"503","111","37","33","0","12","37","33","0","12","14","23","14","23","0","12","0","12","64","51","55","47","9","16","0","12","28","31","28","31","0","12","0","12","95","53","79","46","16","24","0","12","94","51","94","51","0","12","0","12","171","57","171","57","0","12","0","12","1500000US370810159012","Block Group 2, Census Tract 159.01, Guilford County, North Carolina"
"1275","110","40","37","15","24","25","28","0","12","17","20","0","12","17","20","0","12","91","68","91","68","0","12","0","12","126","71","76","49","50","51","0","12","240","90","178","86","62","52","0","12","158","93","126","80","32","43","0","12","603","115","557","113","46","40","0","12","1500000US370810159021","Block Group 1, Census Tract 159.02, Guilford County, North Carolina"
"603","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","26","25","15","17","11","18","0","12","71","36","32","26","39","31","0","12","84","50","38","26","46","43","0","12","101","57","95","57","6","10","0","12","321","81","313","82","8","11","0","12","1500000US370810160031","Block Group 1, Census Tract 160.03, Guilford County, North Carolina"
"542","86","0","12","0","12","0","12","0","12","22","24","0","12","22","24","0","12","8","13","8","13","0","12","0","12","42","26","33","22","9","16","0","12","81","46","40","28","41","40","0","12","106","52","82","47","24","27","0","12","283","81","283","81","0","12","0","12","1500000US370810160032","Block Group 2, Census Tract 160.03, Guilford County, North Carolina"
"589","59","16","27","16","27","0","12","0","12","17","21","0","12","17","21","0","12","44","60","5","9","39","59","0","12","90","53","51","37","39","34","0","12","82","58","57","52","25","26","0","12","56","44","31","28","25","37","0","12","284","76","267","76","17","16","0","12","1500000US370810160051","Block Group 1, Census Tract 160.05, Guilford County, North Carolina"
"632","109","11","19","0","12","11","19","0","12","0","12","0","12","0","12","0","12","24","29","0","12","24","29","0","12","59","46","0","12","59","46","0","12","102","60","64","45","38","36","0","12","277","122","277","122","0","12","0","12","159","58","159","58","0","12","0","12","1500000US370810160061","Block Group 1, Census Tract 160.06, Guilford County, North Carolina"
"145","56","0","12","0","12","0","12","0","12","8","13","8","13","0","12","0","12","26","26","16","18","10","21","0","12","39","46","39","46","0","12","0","12","28","26","28","26","0","12","0","12","0","12","0","12","0","12","0","12","44","31","44","31","0","12","0","12","1500000US370810160062","Block Group 2, Census Tract 160.06, Guilford County, North Carolina"
"689","108","0","12","0","12","0","12","0","12","77","57","14","25","63","50","0","12","182","84","72","66","110","68","0","12","88","56","53","47","35","31","0","12","77","56","56","48","21","25","0","12","154","88","135","82","19","30","0","12","111","62","111","62","0","12","0","12","1500000US370810160071","Block Group 1, Census Tract 160.07, Guilford County, North Carolina"
"316","85","0","12","0","12","0","12","0","12","52","72","0","12","52","72","0","12","46","74","46","74","0","12","0","12","0","12","0","12","0","12","0","12","30","35","18","28","12","21","0","12","25","29","25","29","0","12","0","12","163","63","163","63","0","12","0","12","1500000US370810160072","Block Group 2, Census Tract 160.07, Guilford County, North Carolina"
"440","66","0","12","0","12","0","12","0","12","42","49","15","23","27","43","0","12","14","22","0","12","14","22","0","12","44","49","21","32","23","36","0","12","89","40","47","31","42","35","0","12","81","59","81","59","0","12","0","12","170","71","170","71","0","12","0","12","1500000US370810160073","Block Group 3, Census Tract 160.07, Guilford County, North Carolina"
"703","143","0","12","0","12","0","12","0","12","37","57","37","57","0","12","0","12","39","47","0","12","39","47","0","12","84","60","16","25","68","54","0","12","192","107","135","92","57","69","0","12","79","50","79","50","0","12","0","12","272","99","272","99","0","12","0","12","1500000US370810160081","Block Group 1, Census Tract 160.08, Guilford County, North Carolina"
"1141","221","0","12","0","12","0","12","0","12","53","63","0","12","53","63","0","12","106","76","14","23","92","72","0","12","193","102","111","89","82","54","0","12","315","190","304","194","11","17","0","12","88","49","75","44","13","21","0","12","386","116","386","116","0","12","0","12","1500000US370810160082","Block Group 2, Census Tract 160.08, Guilford County, North Carolina"
